CSCストアコード,都道府県,店舗名,お気に入り店舗QRのURL,画像名,屋号,画像表示開始日,画像表示終了日,市町村,住所,緯度,経度
0000037330,山口県,マックスバリュ吉敷店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/mv_yoshiki.html,,株式会社フジ,,,山口市,吉敷字上東2-5-1,34.168554,131.439903
0000060630,山口県,ザ・ビッグ大内店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_ochi.html,,株式会社フジ,,,山口市,大内長野581,34.154801,131.516107
0000060850,山口県,ザ・ビッグ小郡店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_ogori.html,,株式会社フジ,,,山口市,小郡津市1-3,34.100743,131.394452
0000060790,山口県,ザ・ビッグ周東店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_shuto.html,,株式会社フジ,,,岩国市,周東町下久原436,34.090115,132.06275
0000058340,山口県,イオンタウン周南,https://www.aeontown.co.jp/shunan/,,イオンタウン株式会社,,,周南市,古市1-4-1,34.068878,131.758833
0000060830,山口県,ザ・ビッグイオンタウン周南店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_aeontownshunan.html,,株式会社フジ,,,周南市,古市1-4-1,34.068878,131.758833
0000007530,山口県,ザ・ビッグ徳山西店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_tokuyamanishi.html,,株式会社フジ,,,周南市,都町3-21,34.057085,131.79953
0000063980,山口県,ザ・ビッグエクストラ萩店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_hagi.html,,株式会社フジ,,,萩市,椿字田村2283-1,34.389633,131.405587
0000060880,山口県,ザ・ビッグ東岐波店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_higashikiwa.html,,株式会社フジ,,,宇部市,東岐波251,34.000375,131.348791
0000060970,山口県,ザ・ビッグ防府店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_hofu.html,,株式会社フジ,,,防府市,警固町1-1-55,34.052449,131.579703
0000058280,山口県,イオンタウン防府,https://www.aeontown.co.jp/hofu/,,イオンタウン株式会社,,,防府市,鐘紡町7-1,34.04846,131.590145
0000060690,山口県,ザ・ビッグ美祢店,https://www.the-fuji.com/maxvalu/store/shop/yamaguchi/big_mine.html,,株式会社フジ,,,美祢市,大嶺町東分3469-1,34.165007,131.201877
0000028970,山口県,ホームワイド新下関店,https://tenpo.aeon-kyushu.info/homewide/detail/hw-shinshimonoseki/?is_browser=true,,イオン九州株式会社,,,下関市,大字石原277,34.014961,130.948051
00000M1159,徳島県,イオンモール徳島,https://tokushima-aeonmall.com/,,イオンモール株式会社,,,徳島市,南末広町4-1,34.061669,134.573079
0000036000,徳島県,イオンスタイル徳島,https://www.aeon.com/store/イオン/イオンスタイル徳島/?is_browser=true,,イオンリテール株式会社,,,徳島市,南末広町4-1,34.061669,134.573079
0000060670,徳島県,ザ・ビッグエクストラ阿南店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/big_anan.html,,株式会社フジ,,,阿南市,領家町天神前432-1,33.926825,134.670317
0000055220,徳島県,ザ・ビッグ上板店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/big_kamiita.html,,株式会社フジ,,,板野郡上板町,椎本中ノ内3,34.115775,134.437055
0000055000,徳島県,ザ・ビッグ北島店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/big_kitajima.html,,株式会社フジ,,,板野郡北島町,高房川ノ上2-1,34.126929,134.535877
0000056930,徳島県,イオンタウン上板,https://www.aeontown.co.jp/kamiita,,イオンタウン株式会社,,,板野郡上板町,椎本字中ノ内3,34.114646,134.437124
0000056940,徳島県,イオンタウン北島,https://www.aeontown.co.jp/kitajima,,イオンタウン株式会社,,,板野郡北島町,高房川ノ上2-1,34.126929,134.535877
0000079540,徳島県,マルナカ藍住店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_aizumi.html,,株式会社フジ,,,板野郡藍住町,笠木字西野48-1,34.135897,134.497913
0000051180,徳島県,マルナカ阿南店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_anan.html,,株式会社フジ,,,阿南市,富岡町滝の下7-2,33.91747,134.661017
0000041120,徳島県,マルナカ石井店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_ishii.html,,株式会社フジ,,,名西郡石井町,高川原加茂野379,34.082931,134.455547
0000041720,徳島県,マルナカ大寺店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_odera.html,,株式会社フジ,,,板野郡板野町,大寺平田39,34.141157,134.465715
0000041370,徳島県,マルナカ大松店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_omatsu.html,,株式会社フジ,,,徳島市,川内町大松41-5,34.11289,134.573896
0000047120,徳島県,マルナカ柿原店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_kakihara.html,,株式会社フジ,,,阿波市,吉野町柿原字原75-1,34.10122,134.343971
0000041180,徳島県,マルナカ鴨島店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_kamojima.html,,株式会社フジ,,,吉野川市,鴨島町上下島84-1,34.067463,134.354712
0000041690,徳島県,マルナカ北島店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_kitajima.html,,株式会社フジ,,,板野郡北島町,中村明神下19-1,34.1243,134.553395
0000041170,徳島県,マルナカ国府店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_kokufu.html,,株式会社フジ,,,徳島市,国府町府中95-16,34.072604,134.484853
0000040470,徳島県,マルナカ貞光店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_sadamitsu.html,,株式会社フジ,,,美馬郡つるぎ町,貞光中須賀33-1,34.038287,134.063692
0000042330,徳島県,マルナカ昭和店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_showa.html,,株式会社フジ,,,徳島市,南昭和町2-20,34.057869,134.555669
0000029910,徳島県,マルナカ徳島店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_tokushima.html,,株式会社フジ,,,徳島市,西新浜町1-6-1,34.044651,134.558681
0000041700,徳島県,マルナカ成長店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_seicho.html,,株式会社フジ,,,板野郡藍住町,勝瑞成長114-1,34.125395,134.518954
0000041730,徳島県,マルナカ徳島空港店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_tokushimakuko.html,,株式会社フジ,,,板野郡松茂町,笹木野八北開拓191-2,34.140482,134.592656
0000041150,徳島県,マルナカ鳴門店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_naruto.html,,株式会社フジ,,,鳴門市,撫養町黒崎松島42-1,34.192296,134.597568
0000050230,徳島県,マルナカ二軒屋店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_nikenya.html,,株式会社フジ,,,徳島市,南二軒屋町3-1-18,34.051241,134.54517
0000079530,徳島県,マルナカパワーシティ鴨島店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_powercitykamojima.html,,株式会社フジ,,,吉野川市,鴨島町牛島139-3,34.083897,134.384997
0000056560,徳島県,マルナカパワーシティ鳴門店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_powercitynaruto.html,,株式会社フジ,,,鳴門市,撫養町大桑島濘岩浜4-1,34.186729,134.612095
0000042610,徳島県,マルナカ三加茂店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_mikamo.html,,株式会社フジ,,,三好郡東みよし町,加茂1837-4,34.038258,133.928644
0000042830,徳島県,マルナカ美馬店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_mima.html,,株式会社フジ,,,美馬市,美馬町字八幡143-2,34.046236,134.018468
0000041740,徳島県,マルナカ矢三店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_yaso.html,,株式会社フジ,,,徳島市,南矢三町1-282-1,34.082762,134.529943
0000086310,徳島県,マルナカ山川店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_yamakawa.html,,株式会社フジ,,,吉野川市,山川町前川207-1,34.057938,134.239651
0000047060,徳島県,マルナカ吉野店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_yoshino.html,,株式会社フジ,,,阿波市,吉野町西条原市40-1,34.108339,134.382949
0000050900,徳島県,マルナカ脇町店,https://www.the-fuji.com/maxvalu/store/shop/tokushima/m_wakimachi.html,,株式会社フジ,,,美馬市,脇町拝原1711-1,34.064635,134.165658
00000M1573,香川県,イオンモール綾川,https://www.aeon.jp/sc/ayagawa/,,イオンモール株式会社,,,綾歌郡綾川町,萱原822-1,34.251866,133.93062
0000070020,香川県,イオン綾川店,https://www.aeon.com/store/イオン/イオン綾川店/?is_browser=true,,イオンリテール株式会社,,,綾歌郡綾川町,萱原822-1,34.251866,133.93062
00000M1574,香川県,イオンモール高松,https://www.aeon.jp/sc/takamatsu/,,イオンモール株式会社,,,高松市,香西本町1-1,34.352293,134.005042
0000007300,香川県,イオン高松店,https://www.aeon.com/store/イオン/イオン高松店/?is_browser=true,,イオンリテール株式会社,,,高松市,香西本町1-1,34.352293,134.005042
0000042690,香川県,イオン高松東店,https://www.aeon.com/store/イオン/イオン高松東店/?is_browser=true,,イオンリテール株式会社,,,高松市,福岡町3-8-5,34.345509,134.071659
0000045260,香川県,マルナカ観音寺駅南店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_kan-onjiekiminami.html,,株式会社フジ,,,観音寺市,昭和町1-3-18,34.122572,133.655931
0000055300,香川県,ザ・ビッグ国分寺店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/big_kokubunji.html,,株式会社フジ,,,高松市,国分寺町新名654-3,34.292414,133.96258
0000055280,香川県,ザ・ビッグ寒川店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/big_sangawa.html,,株式会社フジ,,,さぬき市,寒川町石田東甲1375,34.260974,134.21098
0000055290,香川県,ザ・ビッグ多度津店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/big_tadotsu.html,,株式会社フジ,,,仲多度郡多度津町,北鴨2-10-1,34.275103,133.766907
0000055340,香川県,ザ・ビッグ丸亀城南店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/big_marugamejonan.html,,株式会社フジ,,,丸亀市,田村町965,34.267517,133.799248
0000041160,香川県,マルナカ浅野店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_asano.html,,株式会社フジ,,,高松市,香川町浅野上川原565-5,34.262363,134.034942
0000055560,香川県,イオンタウン宇多津,https://www.aeontown.co.jp/utazu/,,イオンタウン株式会社,,,綾歌郡宇多津町,浜二番丁16,34.308503,133.809912
0000007930,香川県,マルナカイオンタウン宇多津店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_aeontownutazu.html,,株式会社フジ,,,綾歌郡宇多津町,浜2番丁16,34.308503,133.809912
0000041330,香川県,マルナカ宇多津店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_utazu.html,,株式会社フジ,,,綾歌郡宇多津町,東分287-1,34.292684,133.832971
0000042840,香川県,マルナカ内海店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_uchinomi.html,,株式会社フジ,,,小豆郡小豆島町,安田甲144-24,34.47931,134.312907
0000700160,香川県,マルナカ円座店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_enza.html,,株式会社フジ,,,高松市,円座町永井999-1,34.290818,134.013282
0000041320,香川県,マルナカ大内店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_ochi.html,,株式会社フジ,,,東かがわ市,落合183-1,34.251198,134.311422
0000041020,香川県,マルナカ大野店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_ono.html,,株式会社フジ,,,高松市,香川町大野2499-1,34.271172,134.026401
0000046200,香川県,マルナカ大野原店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_onohara.html,,株式会社フジ,,,観音寺市,大野原町中姫1310,34.08969,133.667375
0000388060,香川県,マルナカ春日店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_kasuga.html,,株式会社フジ,,,高松市,木太町2833-1,34.333041,134.083969
0000026090,香川県,マルナカ木太店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_kita.html,,株式会社フジ,,,高松市,木太町2区1682-1,34.324595,134.07169
0000026060,香川県,マルナカ柞田店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_kunita.html,,株式会社フジ,,,観音寺市,柞田町甲825,34.11354,133.668028
0000047050,香川県,マルナカ栗熊店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_kurikuma.html,,株式会社フジ,,,丸亀市,綾歌町栗熊東45,34.241951,133.879378
0000051270,香川県,マルナカ郡家店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_gunge.html,,株式会社フジ,,,丸亀市,川西町北字宮西674,34.261373,133.818893
0000050210,香川県,マルナカ郷東店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_goto.html,,株式会社フジ,,,高松市,郷東町17,34.342447,134.015417
0000055080,香川県,マルナカ国分寺店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_kokubunji.html,,株式会社フジ,,,高松市,国分寺町新居1080-1,34.299594,133.964809
0000026920,香川県,マルナカ琴平店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_kotohira.html,,株式会社フジ,,,仲多度郡琴平町,榎井702-1,34.190259,133.828775
0000047130,香川県,マルナカ坂出店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_sakaide.html,,株式会社フジ,,,坂出市,江尻町北新開1166-1,34.317728,133.871312
0000047100,香川県,マルナカ寒川店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_sangawa.html,,株式会社フジ,,,さぬき市,寒川町石田東983,34.2661,134.207143
0000049930,香川県,マルナカサンポート店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_sunport.html,,株式会社フジ,,,高松市,浜ノ町256,34.351776,134.042752
0000051150,香川県,マルナカ白鳥店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_shirotori.html,,株式会社フジ,,,東かがわ市,白鳥144-1,34.241806,134.353399
0000042440,香川県,マルナカ新田店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_shinden.html,,株式会社フジ,,,高松市,新田町甲680-1,34.325489,134.100933
0000050890,香川県,マルナカ新土庄店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_shintonosho.html,,株式会社フジ,,,小豆郡土庄町,字半の池甲1360-10,34.475972,134.179886
0000041090,香川県,マルナカスーパーセンター宇多津店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_supercenterutazu.html,,株式会社フジ,,,綾歌郡宇多津町,19-Jan,34.313903,133.830592
0000026880,香川県,マルナカ善通寺店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_zentsuji.html,,株式会社フジ,,,善通寺市,善通寺町7-12-16,34.229857,133.777306
0000041060,香川県,マルナカ高瀬店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_takase.html,,株式会社フジ,,,三豊市,高瀬町新名989-1,34.1842401,133.7184781
0000041070,香川県,マルナカ滝宮店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_takinomiya.html,,株式会社フジ,,,綾歌郡綾川町,萱原441-1,34.247414,133.937318
0000026030,香川県,マルナカ田町店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_tamachi.html,,株式会社フジ,,,高松市,田町4-10,34.336763,134.048441
0000049440,香川県,マルナカ津田店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_tsuda.html,,株式会社フジ,,,さぬき市,津田町津田923-1,34.290378,134.24904
0000026050,香川県,マルナカ通町店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_torimachi.html,,株式会社フジ,,,高松市,通町5-3,34.344987,134.055807
0000049870,香川県,マルナカ土器店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_doki.html,,株式会社フジ,,,丸亀市,土器町東4-788,34.292234,133.814803
0000047110,香川県,マルナカ豊中店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_toyonaka.html,,株式会社フジ,,,三豊市,豊中町本山甲国繁944,34.144928,133.695561
0000051040,香川県,マルナカ豊浜店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_toyohama.html,,株式会社フジ,,,観音寺市,豊浜町姫浜1158-1,34.085099,133.640986
0000041360,香川県,マルナカ長尾店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_nagao.html,,株式会社フジ,,,さぬき市,長尾西833-1,34.267525,134.175767
0000045350,香川県,マルナカ林店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_hayashi.html,,株式会社フジ,,,高松市,林町字浴2000-5,34.308343,134.071592
0000056600,香川県,マルナカパワーシティ善通寺店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_powercityzentsuji.html,,株式会社フジ,,,善通寺市,与北町字下西原3290-1,34.237773,133.792735
0000056550,香川県,マルナカパワーシティ丸亀店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_powercitymarugame.html,,株式会社フジ,,,丸亀市,新浜町1-803-2,34.292975,133.786952
0000056590,香川県,マルナカパワーシティレインボー店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_powercityrainbow.html,,株式会社フジ,,,高松市,多肥下町1552-17,34.299662,134.05882
0000047140,香川県,マルナカ飯山店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_hanzan.html,,株式会社フジ,,,丸亀市,飯山町東坂元秋常126-1,34.269359,133.854279
0000041050,香川県,マルナカ引田店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_hiketa.html,,株式会社フジ,,,東かがわ市,引田1895-1,34.2262,134.399425
0000026070,香川県,マルナカ広場店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_hiroba.html,,株式会社フジ,,,高松市,錦町1-14-28,34.346404,134.045354
0000026600,香川県,マルナカ仏生山店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_busshozan.html,,株式会社フジ,,,高松市,仏生山町甲415-4,34.284205,134.046965
0000026720,香川県,マルナカ三木店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_miki.html,,株式会社フジ,,,木田郡三木町,氷上482-2,34.267328,134.138137
0000030350,香川県,マルナカ水田店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_mizuta.html,,株式会社フジ,,,高松市,東山崎町384-1,34.303706,134.095804
0000045300,香川県,マルナカ宮脇店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_miyawaki.html,,株式会社フジ,,,高松市,宮脇町1-4-5,34.338948,134.037241
0000091540,香川県,マルナカマール牟礼店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_mure.html,,株式会社フジ,,,高松市,牟礼町牟礼2084-10,34.343776,134.127395
0000050550,香川県,マルナカ八栗店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_yakuri.html,,株式会社フジ,,,高松市,牟礼町牟礼2615-1,34.350293,134.120842
0000041080,香川県,マルナカ屋島西町店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_yashimanishimachi.html,,株式会社フジ,,,高松市,屋島西町2506-3,34.347337,134.090515
0000042460,香川県,マルナカ観音寺八幡店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_yahata_kagawa.html,,株式会社フジ,,,観音寺市,八幡町1-6-28,34.133799,133.649707
0000041190,香川県,マルナカ山本店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_yamamoto.html,,株式会社フジ,,,三豊市,山本町辻348,34.118595,133.72399
0000041100,香川県,マルナカ栗林南店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_ritsurinminami.html,,株式会社フジ,,,高松市,西ハゼ町清水18,34.321112,134.038342
0000041040,香川県,マルナカ綾南店,https://www.the-fuji.com/maxvalu/store/shop/kagawa/m_ryonan.html,,株式会社フジ,,,綾歌郡綾川町,陶2610-1,34.256532,133.959818
0000042720,愛媛県,イオンスタイル今治馬越,https://www.aeon.com/store/イオン/イオンスタイル今治馬越/?is_browser=true,,イオンリテール株式会社,,,今治市,馬越町4-8-1,34.056144,132.979773
00000M1156,愛媛県,イオンモール今治新都市,https://imabarishintoshi-aeonmall.com/,,イオンモール株式会社,,,今治市,にぎわい広場1-1,34.043736,132.96235
0000041890,愛媛県,イオンスタイル今治新都市,https://www.aeon.com/store/イオン/イオンスタイル今治新都市/?is_browser=true,,イオンリテール株式会社,,,今治市,にぎわい広場1-1,34.043736,132.96235
0000316300,愛媛県,イオンタウン川之江,https://www.aeontown.co.jp/kawanoe,,イオンタウン株式会社,,,四国中央市,妻鳥町上樋ノ上1795-1,33.986771,133.573117
00000M1112,愛媛県,イオンモール新居浜,https://niihama-aeonmall.com,,イオンモール株式会社,,,新居浜市,前田町8-8,33.954518,133.268039
0000004930,愛媛県,イオンスタイル新居浜,https://www.aeon.com/store/イオン/イオンスタイル新居浜/?is_browser=true,,イオンリテール株式会社,,,新居浜市,前田町8-8,33.954518,133.268039
0000007090,愛媛県,イオンスタイル松山,https://www.aeon.com/store/イオン/イオンスタイル松山/?is_browser=true,,イオンリテール株式会社,,,松山市,天山1-13-5,33.82364,132.776466
0000045050,愛媛県,マックスバリュ今治阿方店,https://www.the-fuji.com/maxvalu/store/shop/ehime/mv_imabariagata.html,,株式会社フジ,,,今治市,阿方甲371-2,34.061588,132.96548
0000052240,愛媛県,マックスバリュ西条神拝店,https://www.the-fuji.com/maxvalu/store/shop/ehime/mv_saijokanbai.html,,株式会社フジ,,,西条市,神拝甲584,33.916547,133.180336
0000045130,愛媛県,マックスバリュ西の土居店,https://www.the-fuji.com/maxvalu/store/shop/ehime/mv_nishinodoi.html,,株式会社フジ,,,新居浜市,西の土居町1-7-1,33.950163,133.282551
0000047530,愛媛県,マックスバリュ平田店,https://www.the-fuji.com/maxvalu/store/shop/ehime/mv_hirata.html,,株式会社フジ,,,松山市,平田町1403,33.887116,132.750024
0000055330,愛媛県,ザ・ビッグ松神子店,https://www.the-fuji.com/maxvalu/store/shop/ehime/big_matsumiko.html,,株式会社フジ,,,新居浜市,松神子3-3-5,33.97431,133.327592
0000083790,愛媛県,マルナカ和泉店（愛媛県）,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_izumi.html,,株式会社フジ,,,松山市,和泉北4-10-47,33.81862,132.759284
0000081240,愛媛県,マルナカ今治駅前店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_imabariekimae.html,,株式会社フジ,,,今治市,大正町1-2-5,34.06692,133.000068
0000083040,愛媛県,マルナカ今治桜井店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_imabarisakurai.html,,株式会社フジ,,,今治市,東村南1-甲46-1,34.03568,133.032598
0000084650,愛媛県,マルナカ今治松本店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_imabarimatsumoto.html,,株式会社フジ,,,今治市,松本町5-1-1,34.058988,133.006592
0000084830,愛媛県,マルナカ伊予店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_iyo.html,,株式会社フジ,,,伊予市,灘町字西355-1,33.757622,132.699289
0000084800,愛媛県,マルナカ宇和島店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_uwajima.html,,株式会社フジ,,,宇和島市,保田甲841-2,33.190813,132.546603
0000082770,愛媛県,マルナカ大洲店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_ozu.html,,株式会社フジ,,,大洲市,若宮1116-1,33.523433,132.559593
0000079990,愛媛県,マルナカ清住店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_kiyosumi.html,,株式会社フジ,,,松山市,清住2-1050-3,33.85267,132.718301
0000080760,愛媛県,マルナカ久保田店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_kubota.html,,株式会社フジ,,,新居浜市,久保田町1-7-20,33.956676,133.284612
0000084810,愛媛県,マルナカ小坂店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_kosaka.html,,株式会社フジ,,,松山市,小坂1-7-18,33.834764,132.782022
0000084590,愛媛県,マルナカ西条店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_saijo.html,,株式会社フジ,,,西条市,福武甲963-1,33.912143,133.199751
0000079980,愛媛県,マルナカ高岡店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_takaoka.html,,株式会社フジ,,,松山市,高岡町97-1,33.830682,132.725954
0000082660,愛媛県,マルナカ中央通り店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_chuodori.html,,株式会社フジ,,,松山市,中央1-1-36,33.853369,132.75354
0000081220,愛媛県,マルナカ土居店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_doi.html,,株式会社フジ,,,四国中央市,土居町野田甲1105,33.963819,133.464754
0000082780,愛媛県,マルナカ土居田店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_doida.html,,株式会社フジ,,,松山市,空港通1-3-13,33.827766,132.748111
0000080880,愛媛県,マルナカ東予店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_toyo.html,,株式会社フジ,,,西条市,周布191,33.922694,133.084023
0000083680,愛媛県,マルナカ新居浜本店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_niihamahonten.html,,株式会社フジ,,,新居浜市,上泉町12-1,33.936365,133.31057
0000086270,愛媛県,マルナカ東石井店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_higashiishii.html,,株式会社フジ,,,松山市,東石井6-16-39,33.812964,132.777772
0000086520,愛媛県,マルナカ氷見店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_himi.html,,株式会社フジ,,,西条市,氷見乙1183,33.896589,133.125862
0000085440,愛媛県,マルナカ松山平井店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_hirai_ehime.html,,株式会社フジ,,,松山市,平井町甲2303-2,33.810931,132.82026
0000080840,愛媛県,マルナカ北条店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_hojo.html,,株式会社フジ,,,松山市,下難波甲227-2,33.981397,132.778811
0000084850,愛媛県,マルナカ美沢店,https://www.the-fuji.com/maxvalu/store/shop/ehime/m_misawa.html,,株式会社フジ,,,松山市,美沢2-5-26,33.850538,132.742921
00000M1111,高知県,イオンモール高知,https://kochi-aeonmall.com,,イオンモール株式会社,,,高知市,秦南町1-4-8,33.576008,133.542549
0000004190,高知県,イオンスタイル高知,https://www.aeon.com/store/イオン/イオンスタイル高知/?is_browser=true,,イオンリテール株式会社,,,高知市,秦南町1-4-8,33.576008,133.542549
0000056680,高知県,マルナカ安芸店,https://www.the-fuji.com/maxvalu/store/shop/kochi/m_aki.html,,株式会社フジ,,,安芸市,矢の丸4-312-1,33.50474,133.904756
0000078340,高知県,マルナカ旭店,https://www.the-fuji.com/maxvalu/store/shop/kochi/m_asahi.html,,株式会社フジ,,,高知市,縄手町字黒原18-1,33.554675,133.512292
0000056980,高知県,マルナカ高知一宮店,https://www.the-fuji.com/maxvalu/store/shop/kochi/m_ikku_kochi.html,,株式会社フジ,,,高知市,一宮中町3-22-7,33.588095,133.575658
0000078030,高知県,マルナカ久礼店,https://www.the-fuji.com/maxvalu/store/shop/kochi/m_kure.html,,株式会社フジ,,,高岡郡中土佐町,久礼6619-3,33.327979,133.227561
0000077490,高知県,マルナカ佐川店,https://www.the-fuji.com/maxvalu/store/shop/kochi/m_sakawa.html,,株式会社フジ,,,高岡郡佐川町,甲385-1,33.497325,133.30019
0000078730,高知県,マルナカ四万十店,https://www.the-fuji.com/maxvalu/store/shop/kochi/m_shimanto.html,,株式会社フジ,,,四万十市,具同211,32.981437,132.926239
0000079470,高知県,マルナカ須崎店,https://www.the-fuji.com/maxvalu/store/shop/kochi/m_susaki.html,,株式会社フジ,,,須崎市,神田字下切2500-1,33.40863,133.297807
0000078500,高知県,マルナカ高須店,https://www.the-fuji.com/maxvalu/store/shop/kochi/m_takasu.html,,株式会社フジ,,,高知市,高須3-1-53,33.563033,133.588477
